text,rating,author,date
"I placed an order for a Premium floor scrubber and received a confirmation that indicated my order should ship within 2 or 3 business days.  When it hadn't shipped in over a week, I called several times to inquire about the delay. Each time I received a repetitive recorded message advising me that all representatives were assisting other customers. Eventually I got another message telling me that my call could not be completed and to leave a voice mail or send an email. No one responded to the voice mail, so I gave up and cancelled my order. Very poor customer service.",1,JamesK,5 years ago
"Very disappointed with the service. Ordered my steamer online on 11/25/2019, today is 12/07/2019 and the steamer still didn’t arrive. In the order description it was stated that the purchase will arrive in 3 business days. I have to move to a new house and the time frame is essential for me. I had to call 4-5 times I used several different phone numbers provided on the website. Only once I spoke with the representative who informed me that she doesn’t have an access to the purchases made online and that I have to go back and leave a voicemail. Which I already did 2 times. Very poor communication. There is more, now on the website Kärcher offers $30 discounts on the steamer I bought. So I didn’t get a discount and I still don’t have my steamer!!!! Outrageous!!!!",1,Julia27,5 years ago
I enjoyed shopping here and use Karcher products! Thank you!,5,Elena,5 years ago
"Everything went well from research, selection to payment and shipping of the Power Washer.  Hopefully it performs as expected.",5,Canmac,5 years ago
Shopping on the website was fast and easy. I enjoyed the compare options to see items side by side.,5,LuckybigD,5 years ago
easy to place order and order came quickly .  Love the product,5,Janis D,5 years ago
"Ordering was very easy, and fast delivery. Unfortunately a week later my purchase, the product I ordered was on sale...But I am still happy to purchase this product. I ordered SC 3 Steam Cleaner and it works like a charm.",5,Merty,5 years ago
"I ordered a replacement part for my pressure washer, but had experienced a long delay in having it processed and receiving shipping information and I'm still waiting for a tracking number and set delivery date some 10 plus days later.",4,335greenwichsuper,5 years ago
"My WD-4 shop vac has been excellent.  I am very pleased with the size, maneuverability and suction.  It arrived quickly and I have been using at my son's house that he recently purchased and is renovating.I also ordered additional bags which also arrived quickly.  Your website is informative and easy to navigate.I highly recommend Karcher products.",5,Alan,5 years ago
Order came on black Friday 30 mins late great service and help getting correct item for my 20 yr old pressure washer.  thanks.,5,george of the jungle,5 years ago
"Online shopping, ordering and paying was fast and easy. It arrived 2 days early in perfect condition. The instructions were great and putting it together was a snap. It's been raining so I haven't tried it out yet but it look great!",5,58GMC,5 years ago
The order placed 11/27/2019 has not shipped yet on 11/29/2019.  Previous orders have shipped very quickly.,3,betty32,5 years ago
I was so excited to see how quickly my equipment came. The shipping said 2-4 days and it definitely came before 4 days! Love my equipment so far.,5,TaylorL,5 years ago
I received my order in just a few days. Everything went great.,5,MelL,5 years ago
This was a gift and was not in a box which sat on my porch all day with everyone knowing what it was. Not opened yet,3,Barganz,5 years ago
A real quality product in every way. It’s was what I expected from KARCHER .Three years ago I purchased a power washer and this was an education in to how KARCHER builds great products so when I saw they offered a floor cleaner I considered it’s purchase.,5,Bill,5 years ago
Recived the order veey fast. Easy process great communication,5,Aga01,5 years ago
Ordering was quick and easy. Shipment arrived fast.,5,HotsyRob,5 years ago
"I ordered an SC-3 EasyFix Steam Cleaner.  The box arrived in a state of near total collapse.  (Looked like it had been speared by an elephant's tusk.)  But, all the parts were there and undamaged, so I took a chance and assembled it.  Assembly was easy and once I reviewed the basic instructions I was up and running. Absolutely incredible results on my grout with the small round grout attachment/brush. Very happy so far. Hopefully it lasts a good long while. I do agree with other reviewers that some kind of cord storage solution would be helpful, but I'm just going to find an appropriately sized plastic tub and store all of the parts in there.",4,sparky,5 years ago
I really love the products!!!  Ordered received in just a week,5,Kim99,5 years ago
It is an easy site to get through. Lots of interesting and unique items that should prove to be very useful. The package came quickly.,5,MMD08,5 years ago
"Web site is easy to navigate, pricing is competitive, and shipping was prompt and without problems.",5,Buzzboy,5 years ago
Simple process. Thanks. Also appreciated quick delivery.,5,Marion,5 years ago
received order quickly but missing my accessories and would like them shipped asap,4,lourub,5 years ago
shopping is uncomplicated. delivery faster than expected.product names differs between USA and Europe. makes it not easy to compare.,5,havenonickname,5 years ago
Purchased at a very competitive price and received product in a very timely manner.,5,John50,5 years ago
PRODUCT WAS RETURNED DUE TO OIL LEAK UPON DELIVERY. STILL HAVE NOT RECEIVED RE-ORDERED PRODUCT.,1,Steven,5 years ago
"Quick shipping, quality product, easy to find what I needed",4,cab3,5 years ago
"It was easy to place the order, easy to find what I was looking for. It shipped fast and received it quickly.  Thank you!",5,Mr Ed,5 years ago
"Order and shipped very quickly, first use was flawless and worked as advertised.",5,Bing,5 years ago
Found the accessories I wanted easily.  Ordering was easy and I received the order on time and in perfect condition.  The items were packed well to prevent damage during shipping.,5,Codfish,5 years ago
